Concurso,Data,bola 1,bola 2,bola 3,bola 4,bola 5,bola 6,Acertou
3522,23/02/2024,22,26,53,55,35,3,0
3523,23/02/2024,59,31,58,45,18,23,0
3524,23/02/2024,26,17,5,13,41,28,0
3525,23/02/2024,3,34,23,32,28,31,0
3526,23/02/2024,25,7,42,58,51,8,0
3527,23/02/2024,8,30,20,29,49,5,0
3528,23/02/2024,14,60,36,11,32,10,0
3529,23/02/2024,50,23,31,16,35,14,0
3530,23/02/2024,19,11,59,35,55,1,0
3531,23/02/2024,12,20,15,38,35,19,0
3532,23/02/2024,25,45,53,8,49,27,0
3533,23/02/2024,19,25,43,20,56,15,0
3534,23/02/2024,59,52,31,35,58,33,0
3535,23/02/2024,47,50,26,58,48,42,0
3536,23/02/2024,24,6,51,32,16,9,0
3537,23/02/2024,54,27,40,14,22,16,0
3538,23/02/2024,57,13,60,54,16,39,0
3539,23/02/2024,6,1,42,51,41,3,0
3540,23/02/2024,44,4,34,33,58,35,0
3541,23/02/2024,22,50,38,28,27,25,0
3542,23/02/2024,21,47,6,4,29,56,0
3543,23/02/2024,54,57,52,44,7,37,0
3544,23/02/2024,32,8,38,59,12,9,0
3545,23/02/2024,30,24,52,36,32,54,0
3546,23/02/2024,57,32,23,13,27,2,0
3547,23/02/2024,46,38,16,31,42,3,0
3548,23/02/2024,43,21,24,27,42,59,0
3549,23/02/2024,17,13,44,41,20,31,0
3550,23/02/2024,45,37,33,18,40,51,0
3551,23/02/2024,59,16,1,43,6,60,0
3552,23/02/2024,15,8,35,46,11,33,0
3553,23/02/2024,58,40,31,24,46,33,0
3554,23/02/2024,36,18,49,13,5,31,0
3555,23/02/2024,21,40,34,22,42,29,0
3556,23/02/2024,1,51,22,37,12,47,0
3557,23/02/2024,27,57,23,41,36,43,0
3558,23/02/2024,57,23,52,29,48,46,0
3559,23/02/2024,48,8,43,5,32,46,0
3560,23/02/2024,10,34,57,29,39,18,0
3561,23/02/2024,41,7,29,15,27,33,0
3562,23/02/2024,34,28,1,7,8,23,0
3563,23/02/2024,3,13,43,12,5,54,0
3564,23/02/2024,52,40,45,4,55,2,0
3565,23/02/2024,24,30,18,2,39,45,0
3566,23/02/2024,50,37,43,24,57,2,0
3567,23/02/2024,21,31,32,26,48,17,0
3568,23/02/2024,57,5,38,19,43,60,0
3569,23/02/2024,54,14,23,50,52,49,0
3570,23/02/2024,50,32,55,42,40,19,0
3571,23/02/2024,37,49,27,3,4,46,0
3572,23/02/2024,56,17,54,57,28,5,0
3573,23/02/2024,57,48,25,53,11,30,0
3574,23/02/2024,47,43,1,21,32,6,0
3575,23/02/2024,26,1,52,7,53,21,0
3576,23/02/2024,60,58,3,2,30,19,0
3577,23/02/2024,1,55,32,22,27,17,0
3578,23/02/2024,60,21,30,53,18,23,0
3579,23/02/2024,43,14,19,1,27,18,0
3580,23/02/2024,5,6,15,34,41,39,0
3581,23/02/2024,42,38,19,17,40,3,0
3582,23/02/2024,38,1,23,9,46,10,0
3583,23/02/2024,40,59,43,20,11,18,0
3584,23/02/2024,42,37,43,7,19,9,0
3585,23/02/2024,54,3,17,9,48,19,0
3586,23/02/2024,42,19,31,10,48,34,0
3587,23/02/2024,45,8,53,52,54,14,0
3588,23/02/2024,42,47,7,2,14,18,0
3589,23/02/2024,7,49,15,31,28,54,0
3590,23/02/2024,58,41,15,13,56,8,0
3591,23/02/2024,33,23,56,37,28,8,0
3592,23/02/2024,60,27,7,42,2,13,0
3593,23/02/2024,55,50,23,3,37,52,0
3594,23/02/2024,40,4,16,1,26,3,0
3595,23/02/2024,41,37,20,36,19,54,0
3596,23/02/2024,60,20,38,54,33,5,0
3597,23/02/2024,35,11,32,36,58,23,0
3598,23/02/2024,4,26,10,58,27,22,0
3599,23/02/2024,51,60,40,26,5,7,0
3600,23/02/2024,24,26,25,18,44,60,0
3601,23/02/2024,25,48,46,47,14,53,0
3602,23/02/2024,11,24,15,58,59,43,0
3603,23/02/2024,30,47,10,16,5,53,0
3604,23/02/2024,60,5,44,57,56,32,0
3605,23/02/2024,39,55,21,20,11,12,0
3606,23/02/2024,52,59,39,19,22,35,0
3607,23/02/2024,24,9,34,26,37,35,0
3608,23/02/2024,6,57,35,25,15,46,0
3609,23/02/2024,1,10,18,58,36,37,0
3610,23/02/2024,6,16,15,21,41,17,0
3611,23/02/2024,23,11,21,22,44,3,0
3612,23/02/2024,48,19,35,12,31,33,0
3613,23/02/2024,7,39,14,23,56,33,0
3614,23/02/2024,36,35,2,52,6,49,0
3615,23/02/2024,52,47,20,40,28,10,0
3616,23/02/2024,56,11,53,8,6,45,0
3617,23/02/2024,15,5,38,9,23,37,0
3618,23/02/2024,56,32,45,31,25,10,0
3619,23/02/2024,20,12,8,13,17,53,0
3620,23/02/2024,41,49,36,18,37,52,0
3621,23/02/2024,57,33,23,12,43,36,0
3622,23/02/2024,58,18,21,41,11,52,0
3623,23/02/2024,26,43,31,40,11,42,0
3624,23/02/2024,48,57,50,44,11,55,0
3625,23/02/2024,51,2,33,42,9,56,0
3626,23/02/2024,59,23,4,46,44,21,0
3627,23/02/2024,32,20,42,7,16,29,0
3628,23/02/2024,57,2,42,9,23,7,0
3629,23/02/2024,33,4,41,46,14,18,0
3630,23/02/2024,53,17,30,49,8,24,0
3631,23/02/2024,47,10,8,41,12,33,0
3632,23/02/2024,23,46,24,51,4,22,0
3633,23/02/2024,20,1,52,34,48,26,0
3634,23/02/2024,24,4,56,46,57,43,0
3635,23/02/2024,32,33,13,50,25,38,0
3636,23/02/2024,58,32,13,10,5,33,0
3637,23/02/2024,41,37,15,44,50,11,0
3638,23/02/2024,58,11,2,54,60,28,0
3639,23/02/2024,20,5,22,56,10,35,0
3640,23/02/2024,49,36,42,14,33,54,0
3641,23/02/2024,26,48,60,55,51,3,0
3642,23/02/2024,17,24,46,42,36,60,0
3643,23/02/2024,18,3,33,11,10,39,0
3644,23/02/2024,21,41,7,15,43,1,0
3645,23/02/2024,22,4,26,1,50,59,0
3646,23/02/2024,9,6,31,29,50,8,0
3647,23/02/2024,37,10,31,24,33,60,0
3648,23/02/2024,31,3,28,58,56,25,0
3649,23/02/2024,49,13,16,9,29,8,0
3650,23/02/2024,57,20,6,43,10,48,0
3651,23/02/2024,45,28,18,42,49,39,0
3652,23/02/2024,37,42,4,50,59,25,0
3653,23/02/2024,24,48,53,57,32,58,0
3654,23/02/2024,31,45,3,21,39,58,0
3655,23/02/2024,23,55,9,46,48,59,0
3656,23/02/2024,28,34,26,46,13,43,0
3657,23/02/2024,17,42,43,22,54,29,0
3658,23/02/2024,42,55,58,5,10,38,0
3659,23/02/2024,38,28,11,43,49,7,0
3660,23/02/2024,49,38,59,25,1,40,0
3661,23/02/2024,45,52,54,18,4,53,0
3662,23/02/2024,3,60,12,31,7,34,0
3663,23/02/2024,16,23,15,60,29,4,0
3664,23/02/2024,36,14,59,38,54,44,0
3665,23/02/2024,5,7,40,44,14,15,0
3666,23/02/2024,17,19,18,39,40,13,0
3667,23/02/2024,14,15,3,53,27,30,0
3668,23/02/2024,35,6,57,37,46,56,0
3669,23/02/2024,4,30,33,20,34,28,0
3670,23/02/2024,45,3,7,29,23,1,0
3671,23/02/2024,13,25,26,3,46,21,0
3672,23/02/2024,58,17,48,30,4,34,0
3673,23/02/2024,17,60,10,53,40,18,0
3674,23/02/2024,13,42,26,35,33,15,0
3675,23/02/2024,33,16,2,43,36,30,0
3676,23/02/2024,3,13,56,52,46,4,0
3677,23/02/2024,42,36,57,12,56,3,0
3678,23/02/2024,17,60,15,2,1,59,0
3679,23/02/2024,21,9,33,54,17,28,0
3680,23/02/2024,27,17,34,48,32,11,0
3681,23/02/2024,41,25,5,39,29,50,0
3682,23/02/2024,47,54,25,48,27,26,0
3683,23/02/2024,48,35,36,52,31,46,0
3684,23/02/2024,22,14,53,39,1,46,0
3685,23/02/2024,8,13,45,29,49,7,0
3686,23/02/2024,4,39,58,49,52,55,0
3687,23/02/2024,38,17,42,10,34,51,0
3688,23/02/2024,40,6,14,4,59,52,0
3689,23/02/2024,12,45,49,21,33,3,0
3690,23/02/2024,11,36,8,33,4,44,0
3691,23/02/2024,38,33,11,8,32,55,0
3692,23/02/2024,21,51,13,15,29,24,0
3693,23/02/2024,33,44,53,20,25,49,0
3694,23/02/2024,57,59,22,25,20,18,0
3695,23/02/2024,29,53,24,15,14,48,0
3696,23/02/2024,27,25,16,32,56,22,0
3697,23/02/2024,44,52,37,16,11,6,0
3698,23/02/2024,28,27,39,14,3,45,0
3699,23/02/2024,3,28,39,17,24,13,0
3700,23/02/2024,50,32,51,59,34,39,0
3701,23/02/2024,30,9,18,38,2,37,0
3702,23/02/2024,35,41,19,24,2,29,0
3703,23/02/2024,23,16,49,35,37,24,0
3704,23/02/2024,43,3,49,33,5,23,0
3705,23/02/2024,30,25,15,53,14,5,0
3706,23/02/2024,11,16,27,9,39,14,0
3707,23/02/2024,17,32,57,43,16,49,0
3708,23/02/2024,19,59,13,51,21,25,0
3709,23/02/2024,14,4,21,58,19,33,0
3710,23/02/2024,2,54,42,47,57,37,0
3711,23/02/2024,48,28,52,12,41,26,0
3712,23/02/2024,3,33,54,47,46,53,0
3713,23/02/2024,4,39,12,35,28,10,0
3714,23/02/2024,8,10,41,3,15,20,0
3715,23/02/2024,44,37,31,11,17,6,0
3716,23/02/2024,30,57,2,12,26,9,0
3717,23/02/2024,32,45,28,59,9,47,0
3718,23/02/2024,42,46,14,55,13,26,0
3719,23/02/2024,43,56,8,53,12,4,0
3720,23/02/2024,7,10,39,36,59,20,0
3721,23/02/2024,14,27,30,32,2,12,0
3722,23/02/2024,31,25,10,30,36,20,0
3723,23/02/2024,51,20,12,4,22,58,0
3724,23/02/2024,15,32,41,1,31,20,0
3725,23/02/2024,56,54,25,50,36,33,0
3726,23/02/2024,31,40,46,2,12,56,0
3727,23/02/2024,31,41,1,33,59,38,0
3728,23/02/2024,6,50,47,24,27,41,0
3729,23/02/2024,37,54,46,29,8,49,0
3730,23/02/2024,15,27,30,44,7,42,0
3731,23/02/2024,7,51,9,56,28,17,0
3732,23/02/2024,25,53,31,6,39,44,0
3733,23/02/2024,39,60,33,29,23,46,0
3734,23/02/2024,19,36,30,27,5,42,0
3735,23/02/2024,38,4,40,19,23,41,0
3736,23/02/2024,32,28,11,26,21,47,0
3737,23/02/2024,48,21,43,44,7,35,0
3738,23/02/2024,11,23,9,21,34,17,0
3739,23/02/2024,37,45,16,48,53,49,0
3740,23/02/2024,4,28,8,44,48,27,0
3741,23/02/2024,2,58,56,3,38,55,0
3742,23/02/2024,50,41,28,40,14,43,0
3743,23/02/2024,5,2,19,35,36,4,0
3744,23/02/2024,3,15,56,54,51,10,0
3745,23/02/2024,22,19,12,7,16,13,0
3746,23/02/2024,27,2,54,19,58,23,0
3747,23/02/2024,52,43,34,33,23,25,0
3748,23/02/2024,16,57,35,28,58,31,0
3749,23/02/2024,49,35,10,4,33,25,0
3750,23/02/2024,57,24,52,47,60,51,0
3751,23/02/2024,31,40,3,4,18,25,0
3752,23/02/2024,45,32,43,42,11,13,0
3753,23/02/2024,22,23,49,51,59,21,0
3754,23/02/2024,9,34,6,58,44,60,0
3755,23/02/2024,51,30,24,15,4,2,0
3756,23/02/2024,10,36,37,35,29,14,0
3757,23/02/2024,28,22,29,7,33,23,0
3758,23/02/2024,1,9,34,52,58,25,0
3759,23/02/2024,44,24,32,47,56,38,0
3760,23/02/2024,19,18,51,42,44,52,0
3761,23/02/2024,24,21,37,57,59,54,0
3762,23/02/2024,50,32,38,5,60,1,0
3763,23/02/2024,20,57,13,27,29,41,0
3764,23/02/2024,31,55,34,24,39,57,0
3765,23/02/2024,54,58,3,30,1,2,0
3766,23/02/2024,40,41,58,11,52,30,0
3767,23/02/2024,27,5,2,55,56,16,0
3768,23/02/2024,47,16,50,42,6,59,0
3769,23/02/2024,26,11,6,14,7,45,0
3770,23/02/2024,36,58,17,5,4,39,0
3771,23/02/2024,46,51,4,25,5,19,0
3772,23/02/2024,20,60,49,40,8,54,0
3773,23/02/2024,30,19,42,15,44,17,0
3774,23/02/2024,7,2,3,24,21,33,0
3775,23/02/2024,21,42,32,39,2,46,0
3776,23/02/2024,13,56,23,15,10,6,0
3777,23/02/2024,27,9,58,22,19,49,0
3778,23/02/2024,4,29,12,56,24,40,0
3779,23/02/2024,35,44,56,40,16,38,0
3780,23/02/2024,59,45,26,19,2,18,0
3781,23/02/2024,55,11,8,45,30,46,0
3782,23/02/2024,56,27,46,37,44,52,0
3783,23/02/2024,19,4,38,26,3,45,0
3784,23/02/2024,13,53,59,43,32,35,0
3785,23/02/2024,44,35,46,10,13,21,0
3786,23/02/2024,55,4,21,51,28,35,0
3787,23/02/2024,41,57,47,30,59,19,0
3788,23/02/2024,42,50,41,5,22,4,0
3789,23/02/2024,13,45,7,53,2,10,0
3790,23/02/2024,23,40,38,4,6,53,0
3791,23/02/2024,58,2,54,47,3,52,0
3792,23/02/2024,37,35,31,30,45,4,0
3793,23/02/2024,33,45,27,5,60,7,0
3794,23/02/2024,12,17,48,1,35,7,0
3795,23/02/2024,39,32,14,19,43,46,0
3796,23/02/2024,28,6,60,12,7,51,0
3797,23/02/2024,15,49,30,52,16,9,0
3798,23/02/2024,59,19,45,39,24,7,0
3799,23/02/2024,53,30,33,16,28,10,0
3800,23/02/2024,16,40,21,23,59,44,0
3801,23/02/2024,1,39,17,28,42,38,0
3802,23/02/2024,3,32,33,17,26,34,0
3803,23/02/2024,19,36,5,31,34,14,0
3804,23/02/2024,11,47,41,42,51,53,0
3805,23/02/2024,48,53,55,23,21,52,0
3806,23/02/2024,60,19,13,57,5,47,0
3807,23/02/2024,20,43,56,33,47,52,0
3808,23/02/2024,39,37,11,9,29,42,0
3809,23/02/2024,34,3,32,23,31,15,0
3810,23/02/2024,39,55,38,4,36,18,0
3811,23/02/2024,20,19,7,17,5,36,0
3812,23/02/2024,16,48,25,57,60,50,0
3813,23/02/2024,27,19,9,48,38,28,0
3814,23/02/2024,60,53,13,5,2,44,0
3815,23/02/2024,15,49,58,18,4,57,0
3816,23/02/2024,43,51,46,15,11,35,0
3817,23/02/2024,18,60,36,10,37,19,0
3818,23/02/2024,14,34,9,1,59,60,0
3819,23/02/2024,2,42,18,37,29,15,0
3820,23/02/2024,14,21,16,9,53,13,0
3821,23/02/2024,35,25,23,2,19,15,0
3822,23/02/2024,31,39,26,17,19,40,0
3823,23/02/2024,56,19,29,32,17,51,0
3824,23/02/2024,40,20,28,10,26,9,0
3825,23/02/2024,53,45,26,33,7,2,0
3826,23/02/2024,29,16,34,31,60,43,0
3827,23/02/2024,9,28,58,4,13,42,0
3828,23/02/2024,49,1,50,29,56,39,0
3829,23/02/2024,1,31,56,24,18,35,0
3830,23/02/2024,35,1,59,45,9,14,0
3831,23/02/2024,4,47,53,14,12,23,0
3832,23/02/2024,15,14,12,24,2,55,0
3833,23/02/2024,1,48,14,49,3,41,0
3834,23/02/2024,24,28,45,51,53,1,0
3835,23/02/2024,49,35,54,18,41,37,0
3836,23/02/2024,6,23,50,5,35,41,0
3837,23/02/2024,16,26,43,6,10,35,0
3838,23/02/2024,23,55,41,43,35,12,0
3839,23/02/2024,40,47,37,52,18,21,0
3840,23/02/2024,9,53,18,48,38,29,0
3841,23/02/2024,4,37,24,42,12,3,0
3842,23/02/2024,2,13,34,45,6,24,0
3843,23/02/2024,24,1,34,47,59,37,0
3844,23/02/2024,37,44,27,31,17,12,0
3845,23/02/2024,56,5,14,9,48,19,0
3846,23/02/2024,11,54,30,14,50,35,0
3847,23/02/2024,44,2,58,47,31,60,0
3848,23/02/2024,26,4,13,30,58,16,0
3849,23/02/2024,47,20,27,40,3,31,0
3850,23/02/2024,26,34,55,38,59,3,0
3851,23/02/2024,50,11,47,3,17,38,0
3852,23/02/2024,60,30,10,50,58,27,0
3853,23/02/2024,47,21,3,31,40,59,0
3854,23/02/2024,35,19,6,17,3,51,0
3855,23/02/2024,33,28,20,7,36,51,0
3856,23/02/2024,25,5,39,9,17,34,0
3857,23/02/2024,35,54,26,52,46,27,0
3858,23/02/2024,18,48,52,54,25,3,0
3859,23/02/2024,32,45,19,16,43,52,0
3860,23/02/2024,41,9,31,26,8,56,0
3861,23/02/2024,56,26,12,29,17,46,0
3862,23/02/2024,3,8,32,54,24,59,0
3863,23/02/2024,37,9,50,15,17,7,0
3864,23/02/2024,53,52,37,46,25,44,0
3865,23/02/2024,34,41,2,25,28,30,0
3866,23/02/2024,13,59,14,21,19,30,0
3867,23/02/2024,57,17,15,41,56,35,0
3868,23/02/2024,26,43,5,54,56,12,0
3869,23/02/2024,1,37,26,47,11,10,0
3870,23/02/2024,29,58,38,47,54,51,0
3871,23/02/2024,40,53,19,35,58,46,0
3872,23/02/2024,37,23,20,6,27,17,0
3873,23/02/2024,29,38,55,17,39,27,0
3874,23/02/2024,8,35,18,29,16,60,0
3875,23/02/2024,16,13,11,31,59,57,0
3876,23/02/2024,47,60,58,7,25,48,0
3877,23/02/2024,26,11,44,17,36,30,0
3878,23/02/2024,24,18,50,17,58,26,0
3879,23/02/2024,57,26,38,24,58,13,0
3880,23/02/2024,35,57,43,40,37,2,0
3881,23/02/2024,14,1,34,25,33,60,0
3882,23/02/2024,38,47,48,23,28,7,0
3883,23/02/2024,2,14,10,6,29,5,0
3884,23/02/2024,45,11,2,51,29,31,0
3885,23/02/2024,18,56,7,35,60,31,0
3886,23/02/2024,3,60,9,44,24,39,0
3887,23/02/2024,51,21,48,37,31,6,0
3888,23/02/2024,42,12,41,36,17,47,0
3889,23/02/2024,30,44,57,46,19,1,0
3890,23/02/2024,58,4,17,11,37,56,0
3891,23/02/2024,33,37,36,5,7,24,0
3892,23/02/2024,54,47,38,12,21,36,0
3893,23/02/2024,46,43,37,1,40,55,0
3894,23/02/2024,7,52,55,24,30,43,0
3895,23/02/2024,40,5,17,51,35,41,0
3896,23/02/2024,44,53,49,7,51,45,0
3897,23/02/2024,53,30,3,15,56,14,0
3898,23/02/2024,42,2,53,57,19,11,0
3899,23/02/2024,30,14,44,36,8,4,0
3900,23/02/2024,51,48,44,24,55,52,0
3901,23/02/2024,27,12,1,13,22,39,0
3902,23/02/2024,48,23,31,29,27,1,0
3903,23/02/2024,40,54,32,11,8,19,0
3904,23/02/2024,29,22,40,59,13,33,0
3905,23/02/2024,2,59,40,35,51,8,0
3906,23/02/2024,12,45,52,1,50,18,0
3907,23/02/2024,39,8,56,19,5,35,0
3908,23/02/2024,9,11,16,13,59,33,0
3909,23/02/2024,32,9,51,25,16,40,0
3910,23/02/2024,23,45,43,18,60,6,0
3911,23/02/2024,12,18,27,5,52,24,0
3912,23/02/2024,30,48,27,3,32,13,0
3913,23/02/2024,37,6,3,60,49,11,0
3914,23/02/2024,54,44,56,12,27,3,0
3915,23/02/2024,55,4,10,60,24,58,0
3916,23/02/2024,26,58,10,28,29,52,0
3917,23/02/2024,31,24,32,57,13,27,0
3918,23/02/2024,42,23,24,31,16,32,0
3919,23/02/2024,26,50,2,9,41,34,0
3920,23/02/2024,29,19,39,44,59,14,0
3921,23/02/2024,30,8,16,40,47,1,0
3922,23/02/2024,44,29,16,59,7,42,0
3923,23/02/2024,11,13,27,2,38,18,0
3924,23/02/2024,46,36,60,12,49,14,0
3925,23/02/2024,44,5,30,27,37,32,0
3926,23/02/2024,9,5,16,17,13,3,0
3927,23/02/2024,5,13,41,42,22,16,0
3928,23/02/2024,39,34,6,57,40,49,0
3929,23/02/2024,2,5,14,39,55,35,0
3930,23/02/2024,42,21,1,37,35,31,0
3931,23/02/2024,25,41,13,40,33,4,0
3932,23/02/2024,26,22,59,1,14,45,0
3933,23/02/2024,33,24,10,48,31,40,0
3934,23/02/2024,8,51,55,50,57,33,0
3935,23/02/2024,20,50,44,21,14,1,0
3936,23/02/2024,2,20,24,17,56,39,0
3937,23/02/2024,19,53,8,35,1,25,0
3938,23/02/2024,51,38,23,60,6,22,0
3939,23/02/2024,51,22,44,10,34,47,0
3940,23/02/2024,29,57,60,35,53,41,0
3941,23/02/2024,10,3,47,40,31,19,0
3942,23/02/2024,15,40,52,32,36,35,0
3943,23/02/2024,29,42,15,7,40,14,0
3944,23/02/2024,60,16,37,3,18,42,0
3945,23/02/2024,56,46,57,55,60,59,0
3946,23/02/2024,60,1,27,12,17,35,0
3947,23/02/2024,25,59,4,24,49,7,0
3948,23/02/2024,38,11,50,39,60,33,0
3949,23/02/2024,48,9,22,13,37,12,0
3950,23/02/2024,40,36,26,10,20,8,0
3951,23/02/2024,60,7,56,37,59,39,0
3952,23/02/2024,54,29,30,31,8,15,0
3953,23/02/2024,17,25,60,39,9,30,0
3954,23/02/2024,25,5,24,17,30,2,0
3955,23/02/2024,14,13,1,27,25,21,0
3956,23/02/2024,35,45,9,31,36,7,0
3957,23/02/2024,46,19,57,58,20,43,0
3958,23/02/2024,19,12,56,33,8,42,0
3959,23/02/2024,60,55,49,11,54,50,0
3960,23/02/2024,20,38,42,51,27,45,0
3961,23/02/2024,16,9,7,43,28,47,0
3962,23/02/2024,55,44,17,7,35,47,0
3963,23/02/2024,50,2,30,54,7,35,0
3964,23/02/2024,49,2,37,6,1,8,0
3965,23/02/2024,50,53,12,42,40,45,0
3966,23/02/2024,44,2,16,18,50,24,0
3967,23/02/2024,59,37,53,36,2,23,0
3968,23/02/2024,6,12,52,8,45,19,0
3969,23/02/2024,43,4,41,15,2,55,0
3970,23/02/2024,60,38,56,47,55,32,0
3971,23/02/2024,50,36,18,46,35,33,0
3972,23/02/2024,46,26,24,60,54,57,0
3973,23/02/2024,44,26,29,49,48,45,0
3974,23/02/2024,19,15,47,21,5,22,0
3975,23/02/2024,38,26,33,14,1,22,0
3976,23/02/2024,31,38,33,15,42,50,0
3977,23/02/2024,46,13,59,45,58,26,0
3978,23/02/2024,15,55,25,26,51,21,0
3979,23/02/2024,17,39,24,50,18,40,0
3980,23/02/2024,9,57,2,6,54,53,0
3981,23/02/2024,30,4,3,23,56,42,0
3982,23/02/2024,8,43,10,54,28,22,0
3983,23/02/2024,33,47,51,29,41,60,0
3984,23/02/2024,20,48,27,50,57,16,0
3985,23/02/2024,57,28,39,36,42,5,0
3986,23/02/2024,4,53,11,54,43,30,0
3987,23/02/2024,2,17,42,4,49,9,0
3988,23/02/2024,58,51,43,6,33,14,0
3989,23/02/2024,13,49,9,36,44,48,0
3990,23/02/2024,44,42,28,27,20,51,0
3991,23/02/2024,42,24,58,28,16,14,0
3992,23/02/2024,24,25,16,31,36,8,0
3993,23/02/2024,5,10,43,49,54,23,0
3994,23/02/2024,32,56,5,45,52,11,0
3995,23/02/2024,24,46,28,9,60,34,0
3996,23/02/2024,13,45,5,40,31,57,0
3997,23/02/2024,3,37,20,38,12,49,0
3998,23/02/2024,35,20,49,2,14,44,0
3999,23/02/2024,28,54,44,27,40,2,0
4000,23/02/2024,18,6,33,49,4,25,0
4001,23/02/2024,1,8,24,40,5,3,0
4002,23/02/2024,45,54,2,43,9,17,0
4003,23/02/2024,37,8,12,27,58,41,0
4004,23/02/2024,24,18,13,58,47,12,0
4005,23/02/2024,24,10,53,19,22,18,0
4006,23/02/2024,28,44,42,12,32,21,0
4007,23/02/2024,51,50,31,60,10,59,0
4008,23/02/2024,5,52,12,56,8,21,0
4009,23/02/2024,30,55,11,1,6,36,0
4010,23/02/2024,56,59,27,10,49,5,0
4011,23/02/2024,34,24,8,17,50,32,0
4012,23/02/2024,44,41,2,15,1,12,0
4013,23/02/2024,44,47,43,57,59,51,0
4014,23/02/2024,52,39,6,3,58,50,0
4015,23/02/2024,59,49,51,37,52,45,0
4016,23/02/2024,10,22,57,21,4,32,0
4017,23/02/2024,9,28,7,38,59,27,0
4018,23/02/2024,55,44,18,40,60,36,0
4019,23/02/2024,54,36,45,44,29,39,0
4020,23/02/2024,50,53,33,13,31,36,0
4021,23/02/2024,40,41,32,13,11,42,0
4022,23/02/2024,44,27,23,4,21,40,0
4023,23/02/2024,48,35,2,27,32,3,0
4024,23/02/2024,50,33,4,13,29,21,0
4025,23/02/2024,30,24,40,20,28,49,0
4026,23/02/2024,25,6,5,7,22,43,0
4027,23/02/2024,14,38,22,44,19,15,0
4028,23/02/2024,6,54,13,22,37,29,0
4029,23/02/2024,14,52,45,26,38,13,0
4030,23/02/2024,57,28,10,7,33,19,0
4031,23/02/2024,2,24,49,45,10,27,0
4032,23/02/2024,21,12,40,17,27,15,0
4033,23/02/2024,23,10,35,45,56,13,0
4034,23/02/2024,34,36,45,4,1,35,0
4035,23/02/2024,60,24,11,56,45,38,0
4036,23/02/2024,58,54,60,26,27,43,0
4037,23/02/2024,31,33,1,19,25,60,0
4038,23/02/2024,4,53,49,43,20,57,0
4039,23/02/2024,40,50,32,49,42,53,0
4040,23/02/2024,46,23,2,9,50,24,0
4041,23/02/2024,54,22,39,48,43,4,0
4042,23/02/2024,32,46,38,8,51,47,0
4043,23/02/2024,13,59,10,14,46,54,0
4044,23/02/2024,36,17,10,13,26,40,0
4045,23/02/2024,46,2,35,11,26,15,0
4046,23/02/2024,2,54,17,51,30,14,0
4047,23/02/2024,33,20,35,13,38,15,0
4048,23/02/2024,21,49,53,25,54,59,0
4049,23/02/2024,23,24,13,53,38,59,0
4050,23/02/2024,59,32,2,13,30,31,0
4051,23/02/2024,14,37,50,19,47,10,0
4052,23/02/2024,4,28,31,14,39,7,0
4053,23/02/2024,8,54,6,45,3,34,0
4054,23/02/2024,24,25,30,1,40,28,0
4055,23/02/2024,41,45,4,30,14,36,0
4056,23/02/2024,24,32,50,21,4,54,0
4057,23/02/2024,13,22,23,1,40,53,0
4058,23/02/2024,19,7,12,58,29,50,0
4059,23/02/2024,26,23,28,21,6,49,0
4060,23/02/2024,41,31,48,60,24,56,0
4061,23/02/2024,19,54,21,56,60,44,0
4062,23/02/2024,33,46,34,9,52,44,0
4063,23/02/2024,8,3,41,1,53,47,0
4064,23/02/2024,11,27,9,51,20,13,0
4065,23/02/2024,15,32,25,11,20,52,0
4066,23/02/2024,53,55,50,47,12,34,0
4067,23/02/2024,52,43,30,26,50,32,0
4068,23/02/2024,29,15,17,47,50,57,0
4069,23/02/2024,17,47,25,19,40,56,0
4070,23/02/2024,39,22,31,57,30,12,0
4071,23/02/2024,56,50,29,58,12,46,0
4072,23/02/2024,34,24,55,16,58,5,0
4073,23/02/2024,60,18,31,56,10,17,0
4074,23/02/2024,46,55,11,57,33,31,0
4075,23/02/2024,4,3,44,21,28,36,0
4076,23/02/2024,40,2,48,16,42,32,0
4077,23/02/2024,43,35,17,44,37,28,0
4078,23/02/2024,25,7,2,8,16,50,0
4079,23/02/2024,49,2,50,8,54,53,0
4080,23/02/2024,36,55,42,27,14,7,0
4081,23/02/2024,4,24,15,11,25,17,0
4082,23/02/2024,8,6,53,33,1,59,0
4083,23/02/2024,22,2,41,50,30,51,0
4084,23/02/2024,6,39,52,4,12,60,0
4085,23/02/2024,54,4,27,15,37,9,0
4086,23/02/2024,51,59,53,29,49,39,0
4087,23/02/2024,9,21,4,8,60,49,0
4088,23/02/2024,37,9,31,20,12,50,0
4089,23/02/2024,19,4,53,54,40,42,0
4090,23/02/2024,41,28,53,45,38,54,0
4091,23/02/2024,35,6,60,55,34,27,0
4092,23/02/2024,18,41,46,20,1,6,0
4093,23/02/2024,57,59,36,30,53,29,0
4094,23/02/2024,18,53,16,58,24,43,0
4095,23/02/2024,51,2,16,5,52,46,0
4096,23/02/2024,48,16,56,20,35,60,0
4097,23/02/2024,28,35,37,2,24,19,0
4098,23/02/2024,48,41,20,12,24,55,0
4099,23/02/2024,41,13,28,21,18,60,0
4100,23/02/2024,48,24,57,58,54,15,0
4101,23/02/2024,52,8,19,2,56,27,0
4102,23/02/2024,40,46,4,28,1,15,0
